ID,Type,UGS,"GTIN, UPC, EAN ou ISBN",Nom,Publié,"Mis en avant ?","Visibilité dans le catalogue","Description courte",Description,"Date de début de promo","Date de fin de promo","État de la TVA","Classe de TVA","En stock ?",Stock,"Montant de stock faible","Autoriser les commandes de produits en rupture ?","Vendre individuellement ?","Poids (kg)","Longueur (cm)","Largeur (cm)","Hauteur (cm)","Autoriser les avis clients ?","Note de commande","Tarif promo","Tarif régulier",Catégories,Étiquettes,"Classe d’expédition",Images,"Limite de téléchargement","Jours d’expiration du téléchargement",Parent,"Groupes de produits","Produits suggérés","Ventes croisées","URL externe","Libellé du bouton",Position,Brands
208,simple,'-&&&&_'ààè-(-,,"Sauce Barbecue Star 310g",1,0,hidden,,,,,taxable,,0,0,,0,0,,,,,1,,,22,Uncategorized,,,,,,,,,,,,0,
209,simple,'-&&&&_'ààç(éà,,"Hot Sauce Star 105g",1,0,hidden,,,,,taxable,,1,6,,0,0,,,,,1,,,6,Uncategorized,,,,,,,,,,,,0,
210,simple,'-&&&&_'àà_àé_,,"Sauce Cheezy Star 290g",1,0,hidden,,,,,taxable,,1,2,,0,0,,,,,1,,,22,Uncategorized,,,,,,,,,,,,0,
211,simple,'-&&&&_'ààç-éç,,"Sauce Sweet Chili Star 230g",1,0,hidden,,,,,taxable,,1,6,,0,0,,,,,1,,,12,Uncategorized,,,,,,,,,,,,0,
212,simple,'-&&&&_'àà&--&,,"Vinaigre Star Blanc 50cl",1,0,hidden,,,,,taxable,,1,6,,0,0,,,,,1,,,7,Uncategorized,,,,,,,,,,,,0,
213,simple,'-&&&&_'ààéé((,,"Vinaigre Blanc 20cl",1,0,hidden,,,,,taxable,,1,5,,0,0,,,,,1,,,5,Uncategorized,,,,,,,,,,,,0,
214,simple,"'-&&&&_'àà""éè-",,"Vinaigre Star Citron 50cl",1,0,hidden,,,,,taxable,,1,6,,0,0,,,,,1,,,8,Uncategorized,,,,,,,,,,,,0,
217,simple,'-&&&é'éç&à&ç(,,"Javel Exet 1L",1,0,hidden,,,,,taxable,,1,6,,0,0,,,,,1,,,7,Uncategorized,,,,,,,,,,,,0,
218,simple,"'-&&&é'éç&&é""ç",,"Javel Exet 1L Citron",1,0,hidden,,,,,taxable,,0,0,,0,0,,,,,1,,,7,Uncategorized,,,,,,,,,,,,0,
219,simple,'-&&&é'éç&&é'-,,"Javel Exet 1L Lavande",1,0,hidden,,,,,taxable,,1,6,,0,0,,,,,1,,,7,Uncategorized,,,,,,,,,,,,0,
220,simple,'é&-'&à',,"Creme Nivea 60ml",1,0,hidden,,,,,taxable,,1,12,,0,0,,,,,1,,,15,Uncategorized,,,,,,,,,,,,0,
221,simple,"'-&&&é'éç&""_&""",,"Exet Maison Brise mer",1,0,hidden,,,,,taxable,,1,4,,0,0,,,,,1,,,15,Uncategorized,,,,,,,,,,,,0,
222,simple,"'-éé""ààè-(""_((",,"Papier Hyg Papia 6Pcs",1,0,hidden,,,,,taxable,,1,6,,0,0,,,,,1,,,23,Uncategorized,,,,,,,,,,,,0,
223,simple,'-&&&é'éç&ààéè,,"Exet Maison Lavande 1L",1,0,hidden,,,,,taxable,,1,4,,0,0,,,,,1,,,15,Uncategorized,,,,,,,,,,,,0,
224,simple,'-&&&é'éç&àà'&,,"Exet maison Citron 1L",1,0,hidden,,,,,taxable,,1,4,,0,0,,,,,1,,,15,Uncategorized,,,,,,,,,,,,0,
225,simple,"'-&&&à""(àà""à""(",,"Oulmes eau gas 1L",1,0,hidden,,,,,taxable,,1,6,,0,0,,,,,1,,,7,Uncategorized,,,,,,,,,,,,0,
226,simple,"'-&&&à""(àà""àà'",,"Oulmes Eau gas 0.5L",1,0,hidden,,,,,taxable,,1,12,,0,0,,,,,1,,,5,Uncategorized,,,,,,,,,,,,0,
227,simple,"'-&&&à""(ààé&è(",,"Sidi Ali 2L",1,0,hidden,,,,,taxable,,1,8,,0,0,,,,,1,,,6,Uncategorized,,,,,,,,,,,,0,
228,simple,"'-&&&à""(àà""(é""",,"Eau Bahia 5L",1,0,hidden,,,,,taxable,,1,4,,0,0,,,,,1,,,12,Uncategorized,,,,,,,,,,,,0,
229,simple,,,"Eau Ain Atlas 5L",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,13,Uncategorized,,,,,,,,,,,,0,
230,simple,,,"Eau Ain Atlas 5L",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,13,Uncategorized,,,,,,,,,,,,0,
231,simple,"'-&&&à""(àà&-(ç",,"Eau Ain Atlas 5L",1,0,hidden,,,,,taxable,,1,2,,0,0,,,,,1,,,13,Uncategorized,,,,,,,,,,,,0,
236,simple,'-&&&é'éç&àè_é,,"Exet maison Rose 1L",1,0,hidden,,,,,taxable,,1,4,,0,0,,,,,1,,,15,Uncategorized,,,,,,,,,,,,0,
237,simple,'-&&&é'éç&éà'(,,"Exet maison Oud 1L",1,0,hidden,,,,,taxable,,1,4,,0,0,,,,,1,,,15,Uncategorized,,,,,,,,,,,,0,
238,simple,"'-&&&é'éç&""_à-",,"Exet maison Fleur orang 1L",1,0,hidden,,,,,taxable,,1,4,,0,0,,,,,1,,,15,Uncategorized,,,,,,,,,,,,0,
239,simple,'-&&&é'éç&àèéà,,"Liqui Vais Exet Lav 750ml",1,0,hidden,,,,,taxable,,1,3,,0,0,,,,,1,,,10,Uncategorized,,,,,,,,,,,,0,
240,simple,"'-&&&é'éç&""""(-",,"Liq vais lavand 750ml",1,0,hidden,,,,,taxable,,1,3,,0,0,,,,,1,,,10,Uncategorized,,,,,,,,,,,,0,
241,simple,"'-&&&é'éç&""""_è",,"liq vais Exet agrum 750ml",1,0,hidden,,,,,taxable,,1,3,,0,0,,,,,1,,,10,Uncategorized,,,,,,,,,,,,0,
242,simple,"'-&&&é'éç&&(""-",,"liq vais Exet 750ml Aloe Vera",1,0,hidden,,,,,taxable,,1,3,,0,0,,,,,1,,,10,Uncategorized,,,,,,,,,,,,0,
243,simple,"'-&&&é'éç&àè&""",,"Lave vitre Exet 750ml",1,0,hidden,,,,,taxable,,1,6,,0,0,,,,,1,,,20,Uncategorized,,,,,,,,,,,,0,
244,simple,"'-&&&é'éç&àè&""",,"Lave vitre Exet 750ml (Copie)",-1,0,hidden,,,,,taxable,,1,6,,0,0,,,,,1,,,20,Uncategorized,,,,,,,,,,,,0,
248,simple,"_'&à""è-à&""_'ç",,"gullon wafer mix",1,0,hidden,,,,,taxable,,1,12,,0,0,,,,,1,,,15,Uncategorized,,,,,,,,,,,,0,
